Timestamp,Substation_ID,Asset_ID,Voltage_V,Current_A,Power_kW,Frequency_Hz,Energy_Consumed_kWh,Load_Type,Fault_Event,Reconfig_Action,Asset_Type
2025-05-01 01:03:00,SS_002,SM_01,222.43,8.66,1.93,50.17,0.0322,Residential,None,None,SmartMeter
2025-05-01 01:04:00,SS_002,SM_01,231.07,6.26,1.45,50.03,0.0242,Residential,None,None,SmartMeter
2025-05-01 01:05:00,SS_001,SW_01,231.93,7.35,1.7,50.03,0.0283,Industrial,None,None,Switch
2025-05-01 01:06:00,SS_001,SW_01,230.29,6.57,1.51,50.07,0.0252,Industrial,None,None,Switch
2025-05-01 01:07:00,SS_001,SM_01,232.8,13.25,3.08,50.21,0.0513,Commercial,None,None,SmartMeter
2025-05-01 01:08:00,SS_001,SW_01,223.11,7.19,1.6,50.1,0.0267,Commercial,None,None,Switch
2025-05-01 01:09:00,SS_001,SM_01,232.57,11.55,2.69,50.77,0.0448,Industrial,None,None,SmartMeter
2025-05-01 01:10:00,SS_002,TR_01,232.85,13.41,3.12,50.19,0.052,Residential,None,None,Transformer
2025-05-01 01:11:00,SS_002,TR_01,233.26,9.05,2.11,50.15,0.0352,Residential,None,None,Transformer
2025-05-01 01:12:00,SS_002,SM_01,226.14,9.29,2.1,49.9,0.035,Commercial,None,None,SmartMeter
2025-05-01 01:13:00,SS_001,SW_01,230.41,16.94,3.9,49.63,0.065,Residential,None,None,Switch
2025-05-01 01:14:00,SS_002,SM_01,233.43,5.16,1.2,49.91,0.02,Commercial,None,None,SmartMeter
2025-05-01 01:15:00,SS_002,TR_01,235.44,10.19,2.4,49.78,0.04,Industrial,Outage,Load_Balance,Transformer
2025-05-01 01:16:00,SS_002,SW_01,226.42,12.04,2.73,49.85,0.0455,Commercial,None,None,Switch
2025-05-01 01:17:00,SS_002,TR_01,231.08,10.14,2.34,49.87,0.039,Commercial,None,None,Transformer
2025-05-01 01:18:00,SS_001,SM_01,240.72,11.9,2.86,49.59,0.0477,Residential,None,None,SmartMeter
2025-05-01 01:19:00,SS_002,SM_01,230.93,8.01,1.85,50.17,0.0308,Industrial,None,None,SmartMeter
2025-05-01 01:20:00,SS_001,TR_01,226.04,9.66,2.18,50.1,0.0363,Commercial,None,None,Transformer
2025-05-01 01:21:00,SS_002,SM_01,234.33,6.4,1.5,49.93,0.025,Commercial,None,None,SmartMeter
2025-05-01 01:22:00,SS_001,SW_01,227.63,8.04,1.83,50.35,0.0305,Industrial,None,None,Switch
2025-05-01 01:23:00,SS_002,SM_01,232.02,6.22,1.44,50.18,0.024,Industrial,None,None,SmartMeter
2025-05-01 01:24:00,SS_002,TR_01,240.61,13.1,3.15,49.7,0.0525,Commercial,Overload,Load_Balance,Transformer
2025-05-01 01:25:00,SS_001,SW_01,227.58,13.8,3.14,49.86,0.0523,Commercial,None,None,Switch
2025-05-01 01:26:00,SS_002,SW_01,232.22,12.32,2.86,49.81,0.0477,Industrial,None,None,Switch
2025-05-01 01:27:00,SS_002,SW_01,229.7,0.28,0.06,49.8,0.001,Commercial,None,None,Switch
2025-05-01 01:28:00,SS_001,TR_01,228.74,6.26,1.43,50.33,0.0238,Residential,None,None,Transformer
2025-05-01 01:29:00,SS_002,SW_01,222.85,8.68,1.93,50.03,0.0322,Industrial,None,None,Switch
2025-05-01 01:30:00,SS_002,SM_01,237.21,5.69,1.35,50.23,0.0225,Industrial,None,None,SmartMeter
2025-05-01 01:31:00,SS_002,TR_01,230.05,7.06,1.62,50.09,0.027,Industrial,None,None,Transformer
2025-05-01 01:32:00,SS_002,TR_01,231.0,8.2,1.89,50.01,0.0315,Industrial,None,None,Transformer
2025-05-01 01:33:00,SS_002,SW_01,228.07,10.34,2.36,50.13,0.0393,Residential,Outage,Load_Balance,Switch
2025-05-01 01:34:00,SS_002,TR_01,237.93,6.29,1.5,50.43,0.025,Residential,None,None,Transformer
2025-05-01 01:35:00,SS_002,TR_01,220.24,9.54,2.1,50.12,0.035,Commercial,Outage,Load_Balance,Transformer
2025-05-01 01:36:00,SS_001,SM_01,231.4,8.13,1.88,49.96,0.0313,Industrial,None,None,SmartMeter
2025-05-01 01:37:00,SS_001,TR_01,227.53,8.23,1.87,50.17,0.0312,Residential,None,None,Transformer
2025-05-01 01:38:00,SS_001,SW_01,231.79,7.92,1.84,50.18,0.0307,Commercial,None,None,Switch
2025-05-01 01:39:00,SS_001,TR_01,231.54,12.44,2.88,50.13,0.048,Residential,None,None,Transformer
2025-05-01 01:40:00,SS_001,TR_01,225.86,8.32,1.88,50.15,0.0313,Commercial,None,None,Transformer
2025-05-01 01:41:00,SS_001,SM_01,233.05,9.94,2.32,50.02,0.0387,Residential,None,None,SmartMeter
2025-05-01 01:42:00,SS_001,SM_01,236.39,8.23,1.95,50.11,0.0325,Residential,None,None,SmartMeter
2025-05-01 01:43:00,SS_002,SM_01,228.99,9.35,2.14,50.22,0.0357,Residential,None,None,SmartMeter
2025-05-01 01:44:00,SS_002,TR_01,234.13,12.44,2.91,50.26,0.0485,Industrial,None,None,Transformer
2025-05-01 01:45:00,SS_002,SW_01,230.11,12.05,2.77,49.94,0.0462,Residential,None,None,Switch
2025-05-01 01:46:00,SS_001,SM_01,231.62,9.61,2.23,50.02,0.0372,Residential,None,None,SmartMeter
2025-05-01 01:47:00,SS_002,TR_01,232.98,7.55,1.76,50.42,0.0293,Industrial,Overload,Load_Balance,Transformer
2025-05-01 01:48:00,SS_002,TR_01,224.97,6.36,1.43,50.23,0.0238,Industrial,None,None,Transformer
2025-05-01 01:49:00,SS_001,SW_01,233.96,11.87,2.78,50.13,0.0463,Industrial,None,None,Switch
2025-05-01 01:50:00,SS_001,TR_01,229.94,7.31,1.68,50.02,0.028,Commercial,Overload,Load_Balance,Transformer
2025-05-01 01:51:00,SS_001,TR_01,226.61,12.93,2.93,49.97,0.0488,Commercial,None,None,Transformer
2025-05-01 01:52:00,SS_001,SW_01,225.87,9.04,2.04,50.08,0.034,Residential,None,None,Switch
2025-05-01 01:53:00,SS_001,SW_01,227.18,7.53,1.71,50.05,0.0285,Residential,None,None,Switch
2025-05-01 01:54:00,SS_001,SW_01,231.22,8.48,1.96,49.91,0.0327,Industrial,None,None,Switch
2025-05-01 01:55:00,SS_001,TR_01,231.16,5.66,1.31,49.72,0.0218,Industrial,None,None,Transformer
2025-05-01 01:56:00,SS_001,TR_01,226.41,9.36,2.12,50.06,0.0353,Residential,None,None,Transformer
2025-05-01 01:57:00,SS_002,SW_01,237.38,12.57,2.98,49.97,0.0497,Industrial,None,None,Switch
2025-05-01 01:58:00,SS_002,SM_01,229.9,6.99,1.61,50.0,0.0268,Commercial,Outage,Load_Balance,SmartMeter
2025-05-01 01:59:00,SS_001,SW_01,228.56,10.97,2.51,49.83,0.0418,Commercial,None,None,Switch
2025-05-01 02:00:00,SS_001,SW_01,232.6,14.6,3.4,49.98,0.0567,Residential,None,None,Switch
2025-05-01 02:01:00,SS_002,SM_01,232.01,12.07,2.8,49.92,0.0467,Industrial,None,None,SmartMeter
2025-05-01 02:02:00,SS_002,TR_01,231.12,10.04,2.32,50.02,0.0387,Industrial,None,None,Transformer
2025-05-01 02:03:00,SS_001,SM_01,226.13,10.07,2.28,50.1,0.038,Industrial,None,None,SmartMeter
2025-05-01 02:04:00,SS_001,TR_01,237.26,12.88,3.06,50.43,0.051,Commercial,None,None,Transformer
2025-05-01 02:05:00,SS_001,SW_01,226.16,12.62,2.85,50.04,0.0475,Industrial,None,None,Switch
2025-05-01 02:06:00,SS_002,SM_01,240.95,7.58,1.83,49.83,0.0305,Commercial,Outage,Load_Balance,SmartMeter
2025-05-01 02:07:00,SS_001,SM_01,227.0,3.63,0.82,49.89,0.0137,Industrial,None,None,SmartMeter
2025-05-01 02:08:00,SS_002,SW_01,226.2,10.45,2.36,50.07,0.0393,Industrial,None,None,Switch
2025-05-01 02:09:00,SS_001,SW_01,239.38,12.85,3.08,49.88,0.0513,Industrial,None,None,Switch
2025-05-01 02:10:00,SS_002,SW_01,225.51,11.48,2.59,49.74,0.0432,Commercial,None,None,Switch
2025-05-01 02:11:00,SS_001,SW_01,239.16,13.54,3.24,49.91,0.054,Commercial,None,None,Switch
2025-05-01 02:12:00,SS_002,SW_01,221.43,14.06,3.11,49.98,0.0518,Commercial,None,None,Switch
2025-05-01 02:13:00,SS_001,SM_01,236.19,5.22,1.23,49.88,0.0205,Residential,Outage,Load_Balance,SmartMeter
2025-05-01 02:14:00,SS_002,SW_01,230.03,10.14,2.33,49.91,0.0388,Residential,None,None,Switch
2025-05-01 02:15:00,SS_002,SW_01,233.11,6.8,1.59,49.97,0.0265,Commercial,None,None,Switch
2025-05-01 02:16:00,SS_001,TR_01,230.6,11.54,2.66,50.14,0.0443,Industrial,None,None,Transformer
2025-05-01 02:17:00,SS_002,SM_01,224.38,5.4,1.21,50.26,0.0202,Commercial,None,None,SmartMeter
2025-05-01 02:18:00,SS_002,SM_01,231.66,7.75,1.8,50.31,0.03,Residential,None,None,SmartMeter
2025-05-01 02:19:00,SS_002,SW_01,230.58,13.54,3.12,50.01,0.052,Residential,Outage,Load_Balance,Switch
2025-05-01 02:20:00,SS_002,SM_01,240.3,15.27,3.67,49.95,0.0612,Residential,None,None,SmartMeter
2025-05-01 02:21:00,SS_002,SW_01,234.86,11.94,2.8,50.27,0.0467,Commercial,None,None,Switch
2025-05-01 02:22:00,SS_002,SW_01,225.18,12.06,2.72,50.21,0.0453,Residential,None,None,Switch
2025-05-01 02:23:00,SS_001,SW_01,221.21,6.45,1.43,49.59,0.0238,Residential,None,None,Switch
2025-05-01 02:24:00,SS_002,SW_01,228.65,12.15,2.78,50.3,0.0463,Industrial,None,None,Switch
2025-05-01 02:25:00,SS_002,TR_01,230.37,14.89,3.43,49.72,0.0572,Industrial,None,None,Transformer
2025-05-01 02:26:00,SS_001,SM_01,221.48,9.83,2.18,50.08,0.0363,Industrial,None,None,SmartMeter
2025-05-01 02:27:00,SS_002,TR_01,229.84,3.8,0.87,49.98,0.0145,Commercial,None,None,Transformer
2025-05-01 02:28:00,SS_001,SM_01,223.48,12.01,2.68,50.07,0.0447,Industrial,None,None,SmartMeter
2025-05-01 02:29:00,SS_001,SW_01,225.3,8.46,1.91,49.79,0.0318,Residential,None,None,Switch
2025-05-01 02:30:00,SS_002,TR_01,229.69,12.87,2.96,49.8,0.0493,Commercial,UnderVoltage,Load_Balance,Transformer
2025-05-01 02:31:00,SS_001,TR_01,232.52,8.41,1.96,49.84,0.0327,Residential,None,None,Transformer
2025-05-01 02:32:00,SS_002,SW_01,229.46,6.89,1.58,49.89,0.0263,Commercial,None,None,Switch
2025-05-01 02:33:00,SS_002,SM_01,224.01,15.89,3.56,50.01,0.0593,Residential,None,None,SmartMeter
2025-05-01 02:34:00,SS_001,SM_01,226.5,10.64,2.41,49.98,0.0402,Residential,None,None,SmartMeter
2025-05-01 02:35:00,SS_002,SW_01,228.9,11.84,2.71,50.15,0.0452,Industrial,None,None,Switch
2025-05-01 02:36:00,SS_001,TR_01,227.35,8.27,1.88,49.94,0.0313,Residential,None,None,Transformer
2025-05-01 02:37:00,SS_001,TR_01,218.49,5.45,1.19,50.27,0.0198,Industrial,None,None,Transformer
2025-05-01 02:38:00,SS_001,TR_01,238.22,9.25,2.2,50.12,0.0367,Residential,None,None,Transformer
2025-05-01 02:39:00,SS_001,SM_01,231.56,19.24,4.46,50.22,0.0743,Commercial,None,None,SmartMeter
2025-05-01 02:40:00,SS_002,TR_01,229.36,7.13,1.64,49.68,0.0273,Industrial,None,None,Transformer
2025-05-01 02:41:00,SS_001,SW_01,231.02,7.73,1.79,49.72,0.0298,Industrial,None,None,Switch
2025-05-01 02:42:00,SS_002,SW_01,226.77,6.76,1.53,50.34,0.0255,Commercial,None,None,Switch
2025-05-01 02:43:00,SS_002,SM_01,234.41,9.98,2.34,50.3,0.039,Commercial,None,None,SmartMeter
2025-05-01 02:44:00,SS_002,SW_01,230.39,7.42,1.71,50.3,0.0285,Industrial,None,None,Switch
2025-05-01 02:45:00,SS_002,TR_01,232.69,6.89,1.6,49.96,0.0267,Industrial,None,None,Transformer
2025-05-01 02:46:00,SS_002,SM_01,225.62,5.85,1.32,50.19,0.022,Commercial,None,None,SmartMeter
2025-05-01 02:47:00,SS_001,SW_01,239.55,5.8,1.39,50.11,0.0232,Residential,None,None,Switch
2025-05-01 02:48:00,SS_001,SM_01,226.75,8.54,1.94,49.88,0.0323,Commercial,None,None,SmartMeter
2025-05-01 02:49:00,SS_001,TR_01,225.68,10.15,2.29,49.83,0.0382,Industrial,None,None,Transformer
2025-05-01 02:50:00,SS_002,SW_01,231.35,9.85,2.28,49.95,0.038,Residential,None,None,Switch
2025-05-01 02:51:00,SS_001,SW_01,225.46,8.27,1.86,50.15,0.031,Industrial,UnderVoltage,Load_Balance,Switch
2025-05-01 02:52:00,SS_002,SW_01,232.5,7.07,1.64,50.02,0.0273,Industrial,None,None,Switch
2025-05-01 02:53:00,SS_002,SM_01,233.76,4.99,1.17,50.11,0.0195,Residential,None,None,SmartMeter
2025-05-01 02:54:00,SS_001,SW_01,226.69,11.71,2.65,49.85,0.0442,Residential,None,None,Switch
2025-05-01 02:55:00,SS_002,SW_01,220.98,5.12,1.13,50.01,0.0188,Commercial,None,None,Switch
2025-05-01 02:56:00,SS_002,SM_01,231.3,7.29,1.69,50.13,0.0282,Commercial,None,None,SmartMeter
2025-05-01 02:57:00,SS_002,TR_01,221.69,9.8,2.17,49.76,0.0362,Commercial,None,None,Transformer
2025-05-01 02:58:00,SS_002,SM_01,226.74,10.14,2.3,49.83,0.0383,Residential,None,None,SmartMeter
2025-05-01 02:59:00,SS_002,TR_01,228.08,13.02,2.97,49.88,0.0495,Industrial,None,None,Transformer
2025-05-01 03:00:00,SS_001,SM_01,234.18,6.61,1.55,50.11,0.0258,Residential,None,None,SmartMeter
2025-05-01 03:01:00,SS_001,TR_01,237.21,2.59,0.61,49.84,0.0102,Commercial,None,None,Transformer
2025-05-01 03:02:00,SS_001,SW_01,232.89,9.39,2.19,50.07,0.0365,Industrial,None,None,Switch
2025-05-01 03:03:00,SS_002,SW_01,226.98,10.26,2.33,49.97,0.0388,Residential,None,None,Switch
2025-05-01 03:04:00,SS_001,SM_01,235.84,10.76,2.54,50.07,0.0423,Commercial,None,None,SmartMeter
2025-05-01 03:05:00,SS_002,TR_01,227.94,8.54,1.95,49.91,0.0325,Industrial,None,None,Transformer
2025-05-01 03:06:00,SS_001,SW_01,231.97,8.74,2.03,50.06,0.0338,Industrial,None,None,Switch
2025-05-01 03:07:00,SS_001,TR_01,240.38,12.61,3.03,49.93,0.0505,Industrial,None,None,Transformer
2025-05-01 03:08:00,SS_001,SM_01,236.01,8.78,2.07,49.59,0.0345,Residential,Overload,Load_Balance,SmartMeter
2025-05-01 03:09:00,SS_002,SM_01,224.96,4.39,0.99,49.93,0.0165,Commercial,None,None,SmartMeter
2025-05-01 03:10:00,SS_002,SW_01,230.09,15.03,3.46,50.07,0.0577,Industrial,None,None,Switch
2025-05-01 03:11:00,SS_002,SM_01,228.9,12.49,2.86,49.56,0.0477,Residential,None,None,SmartMeter
2025-05-01 03:12:00,SS_002,TR_01,231.18,12.31,2.85,49.7,0.0475,Commercial,None,None,Transformer
2025-05-01 03:13:00,SS_002,TR_01,235.72,11.02,2.6,49.92,0.0433,Commercial,None,None,Transformer
2025-05-01 03:14:00,SS_001,TR_01,233.16,16.81,3.92,50.04,0.0653,Commercial,None,None,Transformer
2025-05-01 03:15:00,SS_001,SW_01,231.24,8.62,1.99,49.83,0.0332,Residential,None,None,Switch
2025-05-01 03:16:00,SS_002,SM_01,234.15,7.43,1.74,50.01,0.029,Commercial,None,None,SmartMeter
2025-05-01 03:17:00,SS_001,SM_01,227.61,11.44,2.6,50.07,0.0433,Residential,None,None,SmartMeter
2025-05-01 03:18:00,SS_002,SM_01,235.19,8.47,1.99,49.95,0.0332,Commercial,UnderVoltage,Load_Balance,SmartMeter
2025-05-01 03:19:00,SS_002,SW_01,225.11,8.67,1.95,50.08,0.0325,Residential,None,None,Switch
2025-05-01 03:20:00,SS_001,TR_01,233.78,7.23,1.69,50.17,0.0282,Industrial,None,None,Transformer
2025-05-01 03:21:00,SS_002,TR_01,236.78,11.24,2.66,50.38,0.0443,Residential,None,None,Transformer
2025-05-01 03:22:00,SS_001,SW_01,226.13,6.27,1.42,49.64,0.0237,Industrial,None,None,Switch
2025-05-01 03:23:00,SS_001,SW_01,237.48,11.96,2.84,49.99,0.0473,Industrial,Overload,Load_Balance,Switch
2025-05-01 03:24:00,SS_001,SM_01,231.4,6.62,1.53,50.49,0.0255,Residential,None,None,SmartMeter
2025-05-01 03:25:00,SS_001,SW_01,230.65,10.33,2.38,50.15,0.0397,Industrial,None,None,Switch
2025-05-01 03:26:00,SS_002,SW_01,232.41,10.67,2.48,49.84,0.0413,Residential,None,None,Switch
2025-05-01 03:27:00,SS_001,TR_01,232.36,15.65,3.64,50.27,0.0607,Industrial,None,None,Transformer
2025-05-01 03:28:00,SS_001,TR_01,237.97,8.47,2.02,49.8,0.0337,Residential,None,None,Transformer
2025-05-01 03:29:00,SS_002,SM_01,229.37,10.17,2.33,50.22,0.0388,Commercial,UnderVoltage,Load_Balance,SmartMeter
2025-05-01 03:30:00,SS_002,TR_01,221.54,14.59,3.23,49.97,0.0538,Residential,None,None,Transformer
2025-05-01 03:31:00,SS_001,SM_01,227.87,6.96,1.59,49.67,0.0265,Industrial,None,None,SmartMeter
2025-05-01 03:32:00,SS_002,SM_01,234.12,10.22,2.39,49.74,0.0398,Industrial,None,None,SmartMeter
2025-05-01 03:33:00,SS_001,TR_01,223.52,8.99,2.01,50.33,0.0335,Commercial,None,None,Transformer
2025-05-01 03:34:00,SS_001,SW_01,228.7,5.49,1.26,49.95,0.021,Residential,None,None,Switch
2025-05-01 03:35:00,SS_001,SW_01,228.64,1.91,0.44,49.99,0.0073,Commercial,None,None,Switch
2025-05-01 03:36:00,SS_002,TR_01,228.85,12.09,2.77,50.37,0.0462,Residential,None,None,Transformer
2025-05-01 03:37:00,SS_001,TR_01,235.63,9.19,2.17,49.78,0.0362,Commercial,None,None,Transformer
2025-05-01 03:38:00,SS_001,TR_01,242.87,10.18,2.47,50.0,0.0412,Commercial,None,None,Transformer
2025-05-01 03:39:00,SS_002,TR_01,229.88,10.59,2.43,49.97,0.0405,Commercial,None,None,Transformer
2025-05-01 03:40:00,SS_002,SW_01,227.13,8.36,1.9,49.99,0.0317,Commercial,None,None,Switch
2025-05-01 03:41:00,SS_001,TR_01,227.28,7.86,1.79,50.02,0.0298,Residential,None,None,Transformer
2025-05-01 03:42:00,SS_001,SW_01,228.73,14.51,3.32,49.47,0.0553,Industrial,None,None,Switch
2025-05-01 03:43:00,SS_002,TR_01,235.46,13.74,3.24,49.59,0.054,Industrial,None,None,Transformer
2025-05-01 03:44:00,SS_001,SM_01,228.29,8.89,2.03,49.72,0.0338,Industrial,None,None,SmartMeter
2025-05-01 03:45:00,SS_002,SW_01,226.11,6.67,1.51,50.35,0.0252,Commercial,None,None,Switch
2025-05-01 03:46:00,SS_001,TR_01,234.68,13.81,3.24,50.14,0.054,Residential,None,None,Transformer
2025-05-01 03:47:00,SS_002,SM_01,224.35,8.43,1.89,50.1,0.0315,Industrial,None,None,SmartMeter
2025-05-01 03:48:00,SS_001,SM_01,223.89,12.14,2.72,49.95,0.0453,Industrial,None,None,SmartMeter
2025-05-01 03:49:00,SS_001,SM_01,228.13,12.13,2.77,50.09,0.0462,Commercial,None,None,SmartMeter
2025-05-01 03:50:00,SS_001,SW_01,228.2,13.48,3.08,49.78,0.0513,Commercial,Overload,Load_Balance,Switch
2025-05-01 03:51:00,SS_001,SW_01,233.08,11.78,2.75,49.94,0.0458,Residential,None,None,Switch
2025-05-01 03:52:00,SS_001,SW_01,231.63,6.25,1.45,50.18,0.0242,Commercial,None,None,Switch
2025-05-01 03:53:00,SS_001,SW_01,229.08,8.43,1.93,50.21,0.0322,Commercial,None,None,Switch
2025-05-01 03:54:00,SS_002,SM_01,226.48,5.77,1.31,49.69,0.0218,Residential,None,None,SmartMeter
